0	0	1880.214111	2.464610	-4.248604	-0.010702	-4.018961
0	1	1913.571655	1.253438	-4.846410	-0.318355	-3.451429
0	2	3053.850830	2.967743	-9.773664	-0.652778	-3.989502
0	3	6172.034180	-38.350826	-15.930573	-2.771700	-6.413381
0	4	11467.287109	-22.685501	-16.761543	-3.781064	-6.334762
0	5	15315.547852	-30.216682	-18.075495	-2.468253	-7.393692
0	6	20065.695312	-27.744007	-16.044796	-0.961539	-5.539758
0	7	26713.398438	-24.939354	-12.664225	-3.083517	-4.591928
0	8	31196.109375	-27.582575	-11.362626	2.833734	-3.568863
0	9	37413.652344	-22.374233	-9.088863	6.595083	-2.856473
0	10	41091.121094	-25.220699	-3.717243	13.816173	-1.655633
0	11	45795.093750	-36.026180	-0.537916	21.266396	-2.815523
0	12	49608.574219	-26.182171	1.851609	19.377583	-1.892640
0	13	51999.089844	-36.355652	3.602448	16.960197	-2.366177
0	14	53963.035156	-50.790863	5.308083	10.642780	-1.960511
0	15	55036.992188	-66.540291	15.194089	-13.167179	-0.811996
0	16	56997.257812	-20.226219	17.755703	-9.115923	-0.461397
0	17	58701.890625	-18.747272	-3.376749	-36.277374	-7.884071
0	18	59206.082031	-9.184593	-11.252987	1.772266	-6.148617
0	19	59936.082031	-39.755859	-11.729206	39.370777	-1.668130
0	20	58446.468750	-35.704163	-11.411980	48.001907	-5.765761
0	21	58885.281250	-18.919689	-8.674432	106.899567	1.330772
0	22	61125.410156	-5.403259	-16.665913	90.890038	-8.449907
0	23	55159.691406	-31.820015	-53.112579	69.246750	-25.116755
0	24	46524.250000	-52.325699	-93.007729	11.066536	-34.840496
0	25	33584.054688	-85.884422	-110.053444	23.717972	-62.825912
1	0	218.757141	-0.948368	-5.786325	-0.156891	2.356456
1	1	273.163177	-3.734397	-5.958015	0.972287	-1.099001
1	2	396.945099	-3.905213	-6.319816	0.480248	0.024293
1	3	886.075439	-42.663647	-8.829208	-0.001083	-0.605832
1	4	1258.213013	-15.105608	-11.749807	-0.124216	-4.177474
1	5	1476.879028	-3.597511	-8.917452	-0.694643	-2.079740
1	6	1450.171265	-1.249264	-7.747202	-0.399029	-3.206930
1	7	2885.806396	-1.927388	-8.896131	-1.977619	-5.129764
1	8	3198.087402	-2.019376	-8.793284	-4.651984	-5.288743
1	9	2727.542236	-5.222725	-8.822433	-5.801510	-7.188942
1	10	931.459351	-10.911516	-7.982952	-13.328719	-7.063717
1	11	4879.768066	-11.809869	-6.608606	6.039516	-6.628888
1	12	5147.903809	0.275297	-7.270801	5.120274	-7.382558
1	13	4689.945801	6.018522	-13.564672	-25.320459	-4.777785
1	14	4972.350098	-3.579289	-8.915302	-33.314274	-5.442811
1	15	5842.597656	29.461819	-3.473884	67.590660	-4.312336
1	16	7051.912598	-31.518576	1.635086	100.860405	-3.195408
1	17	7453.688965	-86.129593	4.893139	197.160858	0.897942
1	18	8031.109375	-33.905807	8.887522	223.505432	3.530894
1	19	9264.113281	2.768295	3.418151	258.683838	10.280289
1	20	10503.176758	30.297955	11.112512	121.309982	8.868559
1	21	12109.736328	82.058815	14.566371	72.068733	14.231478
1	22	14567.190430	144.117508	6.585577	66.512093	8.623179
1	23	14257.817383	114.786697	16.952724	91.703888	3.095225
1	24	14740.625000	133.590881	21.573128	-20.471802	-11.227293
1	25	10453.820312	188.923019	30.680347	-120.417671	-18.888332
2	0	400.294647	-0.671154	-2.976607	-1.140734	10.569777
2	1	441.781769	-2.748444	-6.133053	-0.949153	10.556378
2	2	564.002991	-4.002485	-7.125635	-0.393528	11.675390
2	3	1163.673706	-43.385448	-6.914514	0.189239	14.537560
2	4	1481.109863	-11.819405	-7.267172	0.603919	16.531918
2	5	2224.398438	-0.463111	-8.644001	-0.710016	18.001469
2	6	2364.432129	10.152330	-8.030972	-1.556834	16.270191
2	7	3096.544922	1.513897	-7.999575	-11.500176	14.683287
2	8	3911.908203	-2.260242	-7.109724	-3.228346	15.656051
2	9	4632.257812	-9.785803	-7.146083	-10.468398	14.818659
2	10	5534.087402	-20.181486	-3.766476	0.685449	15.597396
2	11	6384.718750	-30.547924	-0.778393	8.686298	17.599716
2	12	7012.174805	-6.876907	1.847671	-10.045092	13.228928
2	13	6881.735840	-9.588357	2.318522	-61.553055	13.164952
2	14	7674.946289	0.443040	-7.660063	-63.044453	6.391411
2	15	7837.843750	11.440167	-11.902344	-41.950184	4.879004
2	16	9617.002930	-6.175462	-10.338169	-72.189148	0.415931
2	17	9020.637695	-13.914666	-12.890165	-92.128601	-5.559734
2	18	8959.968750	-44.015247	-16.786566	-172.292175	-18.292093
2	19	10098.102539	-70.271103	-3.611449	-242.020081	-29.650650
2	20	10799.804688	-146.798920	-14.769596	-329.221222	-32.445251
2	21	11046.511719	-169.952667	-24.256590	-372.213867	-17.267010
2	22	12209.515625	-3.707535	-40.088020	-486.734314	-2.736834
2	23	11986.143555	34.576439	-62.865463	-625.140503	-13.258780
2	24	11259.807617	-115.876617	-74.068306	-660.643188	37.296173
2	25	8603.172852	-221.131989	-109.812996	-552.551514	93.248215
3	0	290.576630	1.900762	2.967739	-0.402883	2.690434
3	1	330.655029	0.003437	2.814050	0.000015	1.100105
3	2	411.372711	-1.624272	3.067262	-0.440742	1.235874
3	3	905.842346	-42.644985	1.947896	-0.957058	-0.492235
3	4	1201.434448	-11.163610	0.835454	-1.822497	1.795471
3	5	1768.843140	-6.058779	4.855069	-1.049189	-3.142546
3	6	2122.744629	3.941269	4.719388	1.621597	-3.357642
3	7	3556.849365	1.092889	-0.238667	-7.866841	-6.541525
3	8	3892.713379	3.817400	-0.482113	-4.238150	-6.327319
3	9	5603.864746	2.164773	-0.511389	-14.149733	-5.793223
3	10	9712.865234	-23.377586	0.015046	9.517276	-4.382330
3	11	14529.055664	-30.479496	1.791602	21.039467	-5.389528
3	12	18988.986328	-11.603291	2.136824	9.614785	-6.605154
3	13	21633.003906	-19.640991	2.773809	26.282726	-6.734548
3	14	23946.681641	20.294846	0.755502	17.442848	-7.046995
